ZIP,date_coe,STREET_NO,STREET_DIR,STREET,STREET_TYP,unit_no,Prop_type
97203,03/14/2012,9234,N,BUCHANAN,AVE,NULL,Resid
97206,03/14/2012,6924,SE,CORA,ST,NULL,Resid
97217,03/14/2012,9235,N,SEWARD,AVE,NULL,Resid
97230,03/14/2012,350,NE,140TH,AVE,NULL,Resid
97030,03/15/2012,21224,SE,YAMHILL,ST,NULL,Resid
97202,03/15/2012,935,SE,LEXINGTON,ST,NULL,Resid
97206,03/15/2012,6208,SE,72ND,AVE,NULL,Resid
97209,03/15/2012,2037,NW,LOVEJOY,ST,NULL,Comm
97209,03/15/2012,2037,NW,LOVEJOY,ST,NULL,Resid
97210,03/15/2012,2846,NW,MONTE VISTA,TER,NULL,Resid
97212,03/15/2012,2633,NE,21ST,AVE,NULL,Resid
97213,03/15/2012,4027,NE,67TH,AVE,NULL,Resid
97214,03/15/2012,1930,SE,20TH,AVE,NULL,Resid
97214,03/15/2012,1043,SE,34TH,AVE,NULL,Resid
97214,03/15/2012,2024,SE,CESAR E CHAVEZ,BLVD,NULL,Comm
97217,03/15/2012,2315,N,BROUGHTON,DR,NULL,Resid
97218,03/15/2012,5628,NE,ALBERTA,ST,NULL,Resid
97220,03/15/2012,8530,NE,CLACKAMAS,ST,NULL,Resid
97229,03/15/2012,3847,NW,DEVOTO,LN,NULL,Resid
97236,03/15/2012,12609,SE,Bush,ST,3,Resid
97236,03/15/2012,13646,SE,STEELE,ST,NULL,Resid
97239,03/15/2012,3425,SW,BARBUR,BLVD,11,Resid
97266,03/15/2012,3815,SE,99TH,AVE,NULL,Resid
97203,03/16/2012,9530,N,IVANHOE,ST,NULL,Resid
97206,03/16/2012,5102,SE,44TH,AVE,NULL,Resid
97206,03/16/2012,3012,SE,80TH,AVE,NULL,Resid
97209,03/16/2012,937,NW,GLISAN,ST,737B,Resid
97213,03/16/2012,89,NE,MEIKLE,PL,NULL,Resid
97215,03/16/2012,1116,SE,51ST,AVE,NULL,Resid
97218,03/16/2012,7153,NE,47TH,AVE,NULL,Resid
97219,03/16/2012,9305,SW,VIEW POINT,TER,NULL,Resid
97236,03/16/2012,5662,SE,122ND,AVE,NULL,Resid
97024,03/19/2012,21505,NE,Lachenview,ST,NULL,Resid
97060,03/19/2012,1109,SW,HALSEY,ST,NULL,Resid
97080,03/19/2012,833,SE,5TH,ST,NULL,Resid
97203,03/19/2012,10258,N,ALLEGHENY,AVE,NULL,Resid
97205,03/19/2012,1132,SW,19TH,AVE,604,Resid
97206,03/19/2012,7609,SE,CRYSTAL SPRINGS,BLVD,NULL,Resid
97221,03/19/2012,5615,SW,TARA,CT,NULL,Resid
97230,03/19/2012,12315,NE,MILTON,CT,NULL,Resid
97030,03/20/2012,114,NW,13TH,ST,NULL,Resid
97218,03/20/2012,4815,NE,77TH,AVE,NULL,Resid
97220,03/20/2012,10734,NE,SKIDMORE,ST,NULL,Resid
97230,03/20/2012,12917,NE,HASSALO,ST,NULL,Resid
97230,03/20/2012,15530,NE,KNOTT,ST,32,Resid
97233,03/20/2012,729,SE,174TH,AVE,NULL,Resid
97266,03/20/2012,12130,SE,KELLY,ST,NULL,Resid
97030,03/21/2012,1523,NE,Hale,PL,NULL,Resid
97206,03/21/2012,7855,SE,64TH,AVE,NULL,Resid
97211,03/21/2012,2212,NE,LOMBARD,ST,NULL,Resid
97217,03/21/2012,429,N,BRIDGETON,RD,#3,Resid
97219,03/21/2012,6905,SW,33RD,PL,NULL,Resid
97230,03/21/2012,226,NE,183RD,PL,NULL,Resid
97236,03/21/2012,12218,SE,GLADSTONE,ST,NULL,Resid
97266,03/21/2012,7949,SE,112TH,AVE,NULL,Resid
97201,03/22/2012,111,SW,HARRISON,ST,19C,Resid
97205,03/22/2012,1221,SW,10TH,AVE,1114,Resid
97030,03/23/2012,220,NE,VILLAGE SQUIRE,AVE,#2,Resid
97203,03/23/2012,6612,N,VAN BUREN,AVE,NULL,Resid
97213,03/23/2012,3836,NE,68th,AVE,NULL,Resid
97217,03/23/2012,1631,N,JARRETT,ST,NULL,Resid
97217,03/23/2012,1329,N,WATTS,ST,NULL,Resid
97218,03/23/2012,6732,NE,ROSELAWN,ST,NULL,Resid
97219,03/23/2012,9715,SW,53RD,AVE,NULL,Resid
97221,03/23/2012,4224,SW,44TH,AVE,NULL,Resid
97239,03/23/2012,1404,SW,WESTWOOD,CT,NULL,Resid
97203,03/26/2012,4735,N,WILLAMETTE,BLVD,NULL,Resid
97203,03/26/2012,9116,N,WILLAMETTE,BLVD,NULL,Resid
97206,03/26/2012,3538,SE,64TH,AVE,NULL,Resid
97206,03/26/2012,3401,SE,76TH,AVE,NULL,Resid
97206,03/26/2012,8044,SE,BOISE,ST,NULL,Resid
97206,03/26/2012,8044,SE,BOISE,ST,NULL,Comm
97206,03/26/2012,7402,SE,SHERRETT,ST,NULL,Resid
97209,03/26/2012,1001,NW,LOVEJOY,ST,304,Resid
97215,03/26/2012,6315,SE,HARRISON,ST,NULL,Resid
97217,03/26/2012,7051,N,CONGRESS,AVE,NULL,Resid
97230,03/26/2012,13111,NE,PACIFIC,ST,NULL,Resid
97236,03/26/2012,12644,SE,FOSTER,RD,7C,Resid
97203,03/27/2012,8044,N,BURLINGTON,AVE,NULL,Resid
97210,03/27/2012,2167,NW,Irving,ST,7,Resid
97211,03/27/2012,4956,NE,9TH,AVE,5,Resid
97212,03/27/2012,3920,NE,41ST,AVE,NULL,Resid
97217,03/27/2012,1455,N,Killingsworth,ST,418,Resid
97217,03/27/2012,7920,N,WABASH,AVE,NULL,Resid
97233,03/27/2012,545,SE,164TH,AVE,NULL,Resid
97233,03/27/2012,14252,E,BURNSIDE,ST,NULL,Resid
97236,03/27/2012,3419,SE,156TH,AVE,NULL,Resid
97203,03/28/2012,8635,N,GLOUCESTER,AVE,NULL,Resid
97203,03/28/2012,9009,N,KIMBALL,AVE,NULL,Resid
97203,03/28/2012,9016,N,TIOGA,AVE,NULL,Resid
97205,03/28/2012,2323,SW,PARK,PL,801,Resid
97206,03/28/2012,6933,SE,LONG,ST,NULL,Resid
97209,03/28/2012,20,NW,16TH,AVE,401,Resid
97212,03/28/2012,3232,NE,13TH,AVE,NULL,Resid
97215,03/28/2012,364,SE,GILHAM,AVE,NULL,Resid
97219,03/28/2012,10031,SW,QUAIL POST,RD,NULL,Resid
97230,03/28/2012,111,NE,194TH,AVE,NULL,Resid
97239,03/28/2012,26,SW,CURRY,ST,NULL,Resid
97206,03/29/2012,7913,SE,HENDERSON,ST,NULL,Resid
97209,03/29/2012,937,NW,GLISAN,ST,1532N,Resid
97215,03/29/2012,157,SE,73RD,AVE,157,Resid
97217,03/29/2012,11702,NULL,N Island Cove,LN,NULL,Resid
97220,03/29/2012,8715,NE,ALBERTA,ST,NULL,Resid
97220,03/29/2012,8431,NE,BRAZEE,ST,NULL,Resid
97231,03/29/2012,10153,NW,107TH,AVE,NULL,Resid
97233,03/29/2012,12815,SE,STARK,ST,NULL,Resid
97024,03/30/2012,2965,NE,206TH,PL,NULL,Resid
97203,03/30/2012,10206,N,CHARLESTON,AVE,NULL,Resid
97209,03/30/2012,820,NW,12TH,AVE,402,Resid
97210,03/30/2012,722,NW,24TH,AVE,101,Resid
97210,03/30/2012,2350,NW,SAVIER,ST,B240,Resid
97211,03/30/2012,4920,NE,16TH,AVE,NULL,Resid
97211,03/30/2012,1421,NE,ALBERTA,ST,NULL,Resid
97212,03/30/2012,2105,NE,KLICKITAT,ST,NULL,Resid
97212,03/30/2012,520,NE,SACRAMENTO,ST,NULL,Resid
97213,03/30/2012,3415,NE,49TH,AVE,NULL,Resid
97213,03/30/2012,3017,NE,60TH,AVE,NULL,Resid
97215,03/30/2012,8129,SE,MADISON,ST,NULL,Resid
97219,03/30/2012,10450,SW,LANCASTER,RD,NULL,Resid
97220,03/30/2012,10830,NE,TILLAMOOK,ST,NULL,Resid
97229,03/30/2012,10212,NW,ALDER GROVE,LN,NULL,Resid
97239,03/30/2012,5331,SW,MACADAM,AVE,NULL,Comm
97266,03/30/2012,12028,SE,BUSH,ST,A,Resid
97266,03/30/2012,10854,SE,SCHILLER,ST,NULL,Resid
97202,03/31/2012,3324,SE,11TH,AVE,NULL,Resid
97230,03/31/2012,13609,NE,SAN RAFAEL,ST,NULL,Resid
97233,04/01/2012,986,SE,193RD,AVE,NULL,Resid
97035,04/02/2012,47,NULL,EAGLE CREST,DR,37,Resid
97203,04/02/2012,8538,N,CENTRAL,ST,NULL,Resid
97206,04/02/2012,4321,SE,63RD,AVE,NULL,Resid
97206,04/02/2012,4924,SE,KNAPP,ST,NULL,Resid
97211,04/02/2012,9515,NE,GERTZ,CIR,NULL,Resid
97212,04/02/2012,2737,NE,24TH,AVE,NULL,Resid
97239,04/02/2012,5028,SW,DOSCH PARK,LN,NULL,Resid
97206,04/03/2012,7104,SE,CENTER,ST,NULL,Resid
97212,04/03/2012,101,NE,COOK,ST,NULL,Resid
97215,04/03/2012,4430,SE,HAWTHORNE,BLVD,NULL,Comm
97215,04/03/2012,4430,SE,HAWTHORNE,BLVD,NULL,Resid
97216,04/03/2012,618,SE,117TH,AVE,NULL,Resid
97233,04/03/2012,1751,SE,130TH,AVE,NULL,Resid
97206,04/04/2012,7316,SE,70TH,AVE,NULL,Resid
97209,04/04/2012,1001,NW,LOVEJOY,ST,TH803,Resid
97211,04/04/2012,510,NE,SUTTLE,RD,NULL,Resid
97212,04/04/2012,2682,NE,6TH,PL,NULL,Resid
97216,04/04/2012,1923,SE,94TH,AVE,NULL,Resid
97216,04/04/2012,11921,SE,ASH,ST,NULL,Resid
97236,04/04/2012,6422,SE,137TH,AVE,NULL,Resid
97266,04/04/2012,12143,SE,HAROLD,ST,NULL,Resid
97080,04/05/2012,2300,SE,MIGNONETTE,CT,NULL,Resid
97203,04/05/2012,6807,N,AMHERST,ST,NULL,Resid
97205,04/05/2012,1005,SW,PARK,AVE,202,Resid
97211,04/05/2012,7005,NE,29TH,AVE,NULL,Resid
97216,04/05/2012,11913,SE,ASH,ST,NULL,Resid
97217,04/05/2012,12251,N,WESTSHORE,DR,NULL,Resid
97266,04/05/2012,8617,SE,ELLIS,ST,NULL,Resid
97060,04/06/2012,615,SW,27TH,WAY,NULL,Resid
97203,04/06/2012,7620,N,FISKE,AVE,NULL,Resid
97203,04/06/2012,8511,N,HURST,AVE,NULL,Resid
97209,04/06/2012,725,NW,10TH,AVE,307,Resid
97210,04/06/2012,2351,NW,WESTOVER,RD,901,Resid
97210,04/06/2012,3043,NW,WILSON,ST,NULL,Resid
97212,04/06/2012,104,NE,BEECH,ST,NULL,Resid
97212,04/06/2012,630,NE,MONROE,ST,6,Resid
97214,04/06/2012,323,SE,28TH,AVE,NULL,Resid
97214,04/06/2012,2331,SE,YAMHILL,ST,NULL,Resid
97217,04/06/2012,936,N,MORGAN,ST,NULL,Resid
97221,04/06/2012,5102,SW,LOWELL,ST,NULL,Resid
97230,04/06/2012,217,NE,146TH,AVE,15,Resid
97233,04/06/2012,2032,SE,142ND,AVE,NULL,Resid
97266,04/06/2012,6418,SE,93RD,AVE,NULL,Resid
97266,04/08/2012,11924,SE,RAYMOND,ST,NULL,Resid
97080,04/09/2012,320,SE,LINDEN,CT,NULL,Resid
97209,04/09/2012,311,NW,12TH,AVE,1103,Resid
97080,04/10/2012,1792,SE,28TH,CT,NULL,Resid
97203,04/10/2012,6731,N,SALEM,AVE,NULL,Resid
97203,04/10/2012,7323,N,WILLAMETTE,BLVD,NULL,Resid
97206,04/10/2012,6822,SE,GLADSTONE,ST,NULL,Resid
97217,04/10/2012,12900,N,IMAGE CANOE,AVE,NULL,Resid
97219,04/10/2012,1324,SW,CORBETT HILL,CIR,NULL,Resid
97219,04/10/2012,1377,SW,TAYLORS FERRY,RD,NULL,Resid
97233,04/10/2012,14974,SE,CARUTHERS,CT,NULL,Resid
97233,04/10/2012,13522,SE,STEPHENS,PL,NULL,Resid
97212,04/11/2012,3604,NE,24TH,AVE,NULL,Resid
97213,04/11/2012,3838,NE,80TH,AVE,NULL,Resid
97220,04/11/2012,4603,NE,109TH,AVE,NULL,Resid
97206,04/12/2012,5818,SE,BUSH,ST,NULL,Resid
97206,04/12/2012,5617,SE,LAMBERT,ST,NULL,Resid
97210,04/12/2012,2351,NW,WESTOVER,RD,402,Resid
97214,04/12/2012,1323,SE,37TH,AVE,1,Resid
97219,04/12/2012,4217,SW,STEPHENSON,ST,NULL,Resid
97233,04/12/2012,16317,SE,SALMON,ST,NULL,Resid
97266,04/12/2012,2539,SE,107TH,AVE,NULL,Resid
97030,04/13/2012,2993,NE,RENE,AVE,NULL,Resid
97080,04/13/2012,1854,SW,MYERS,PL,NULL,Resid
97080,04/13/2012,3121,SE,QUAIL,LN,NULL,Resid
97201,04/13/2012,1305,SW,MYRTLE,CT,NULL,Resid
97206,04/13/2012,3603,SE,62ND,AVE,NULL,Resid
97206,04/13/2012,7917,SE,76TH,PL,NULL,Resid
97209,04/13/2012,5,NW,5TH,AVE,NULL,Comm
97211,04/13/2012,5805,NE,29TH,AVE,NULL,Resid
97212,04/13/2012,3623,NE,18TH,AVE,NULL,Resid
97213,04/13/2012,3125,NE,50TH,AVE,NULL,Resid
97213,04/13/2012,2805,NE,51ST,AVE,NULL,Resid
97219,04/13/2012,9342,SW,BOONES FERRY,RD,NULL,Resid
97230,04/13/2012,1846,NE,149TH,AVE,NULL,Resid
97230,04/13/2012,18204,NE,GLISAN,ST,NULL,Resid
97030,04/16/2012,335,NW,TOWLE,AVE,NULL,Resid
97202,04/16/2012,4012,SE,TOLMAN,ST,NULL,Resid
97205,04/16/2012,2323,SW,PARK,PL,701,Resid
97206,04/16/2012,6840,SE,67TH,AVE,NULL,Resid
97209,04/16/2012,1314,NW,IRVING,ST,408,Resid
97213,04/16/2012,6403,NE,DAVIS,ST,NULL,Resid
97216,04/16/2012,126,SE,119TH,AVE,NULL,Resid
97221,04/16/2012,3707,SW,52ND,PL,6,Resid
97231,04/16/2012,10165,NW,SAINT HELENS,RD,NULL,Resid
97035,04/17/2012,45,NULL,EAGLE CREST,DR,NULL,Resid
97206,04/17/2012,2712,SE,66TH,AVE,NULL,Resid
97206,04/17/2012,4365,SE,67TH,AVE,NULL,Resid
97212,04/17/2012,541,NE,TILLAMOOK,ST,NULL,Resid
97216,04/17/2012,420,SE,91ST,AVE,NULL,Resid
97230,04/17/2012,121,NE,133RD,AVE,NULL,Resid
97202,04/18/2012,5130,SE,34TH,AVE,NULL,Resid
97211,04/18/2012,4407,NE,24TH,AVE,NULL,Resid
97212,04/18/2012,2028,NE,HANCOCK,ST,NULL,Resid
97214,04/18/2012,2738,SE,CLAY,ST,NULL,Resid
97216,04/18/2012,2215,SE,102ND,AVE,NULL,Resid
97236,04/18/2012,6127,SE,EQUESTRIAN,DR,NULL,Resid
97266,04/18/2012,10123,SE,LEXINGTON,ST,NULL,Resid
97080,04/19/2012,4708,SE,4th,TER,NULL,Resid
97201,04/19/2012,111,SW,HARRISON,ST,19G,Resid
97202,04/19/2012,4006,SE,30TH,AVE,NULL,Resid
97203,04/19/2012,8948,N,EXETER,AVE,NULL,Resid
97221,04/19/2012,4143,SW,DOWNS VIEW,CT,NULL,Resid
97236,04/19/2012,4640,SE,140TH,AVE,NULL,Resid
97266,04/19/2012,8310,SE,BYBEE,BLVD,NULL,Resid
97024,04/20/2012,535,NULL,MAIN,ST,NULL,Resid
97035,04/20/2012,247,NULL,CERVANTES,NULL,NULL,Resid
97201,04/20/2012,1205,SW,CARDINELL,DR,410,Resid
97201,04/20/2012,2024,SW,HOWARDS,WAY,407,Resid
97203,04/20/2012,4809,N,HUNT,ST,NULL,Resid
97203,04/20/2012,7112,N,RICHMOND,AVE,10,Resid
97206,04/20/2012,6506,SE,66TH,AVE,NULL,Resid
97206,04/20/2012,3820,SE,69TH,AVE,NULL,Resid
97206,04/20/2012,3318,SE,75TH,AVE,NULL,Resid
97206,04/20/2012,5220,SE,PARDEE,ST,NULL,Resid
97213,04/20/2012,4410,NE,FAILING,ST,NULL,Resid
97214,04/20/2012,3337,SE,ALDER,ST,NULL,Resid
97233,04/20/2012,1559,SE,127TH,AVE,NULL,Resid
97233,04/20/2012,1596,SE,176TH,AVE,NULL,Resid
97233,04/20/2012,1433,SE,179TH,AVE,NULL,Resid
97233,04/20/2012,404,SE,202ND,AVE,NULL,Resid
97233,04/20/2012,14530,SE,LINCOLN,ST,NULL,Resid
97239,04/20/2012,3917,SW,CORBETT,AVE,NULL,Resid
97206,04/23/2012,4231,SE,EVERGREEN,ST,NULL,Resid
97206,04/23/2012,6125,SE,MITCHELL,ST,NULL,Resid
97209,04/23/2012,311,NW,12TH,AVE,902,Resid
97211,04/23/2012,1768,NE,LIBERTY,ST,NULL,Resid
97213,04/23/2012,900,NE,81ST,AVE,401,Resid
97217,04/23/2012,6104,N,DETROIT,AVE,NULL,Resid
97218,04/23/2012,4615,NE,CRYSTAL,LN,NULL,Resid
97218,04/23/2012,6713,NE,WYGANT,ST,NULL,Resid
97236,04/23/2012,3250,SE,136TH,AVE,NULL,Resid
97266,04/23/2012,8609,SE,FLAVEL,ST,NULL,Resid
97080,04/24/2012,1618,SW,3RD,DR,NULL,Resid
97205,04/24/2012,2245,SW,PARK,PL,NULL,Resid
97206,04/24/2012,3001,SE,62ND,AVE,NULL,Resid
97209,04/24/2012,726,NW,11TH,AVE,308,Resid
97209,04/24/2012,725,NW,FLANDERS,ST,305,Resid
97212,04/24/2012,3238,NE,THOMPSON,ST,NULL,Resid
97080,04/25/2012,1345,SE,10TH,ST,NULL,Resid
97205,04/25/2012,1132,SW,19TH,AVE,404,Resid
97205,04/25/2012,2815,SW,FAIRVIEW,BLVD,NULL,Resid
97211,04/25/2012,4433,NE,38TH,AVE,NULL,Resid
97217,04/25/2012,6608,N,MISSOURI,AVE,NULL,Resid
97217,04/25/2012,634,N,WINCHELL,ST,NULL,Resid
97230,04/25/2012,2117,NE,149TH,AVE,NULL,Resid
97232,04/25/2012,1510,NE,19TH,AVE,4,Resid
97233,04/25/2012,1567,SE,176TH,AVE,NULL,Resid
97233,04/25/2012,14951,SE,GRANT,CT,NULL,Resid
97233,04/25/2012,15437,SE,STEPHENS,CT,NULL,Resid
97236,04/25/2012,15014,SE,POWELL,BLVD,NULL,Resid
97239,04/25/2012,3601,SW,RIVER Parkway,PKWY,616,Resid
97266,04/25/2012,10306,SE,CENTER,ST,NULL,Resid
97030,04/26/2012,227,NW,BIRDSDALE,AVE,NULL,Resid
97202,04/26/2012,6425,SE,32ND,AVE,NULL,Resid
97206,04/26/2012,3304,SE,74TH,AVE,NULL,Resid
97211,04/26/2012,6208,NE,21ST,AVE,NULL,Resid
97212,04/26/2012,3126,NE,CESAR E CHAVEZ,BLVD,NULL,Resid
97233,04/26/2012,16830,E,BURNSIDE,ST,NULL,Resid
97030,04/27/2012,548,SE,212TH,AVE,NULL,Resid
97080,04/27/2012,2464,SW,16TH,ST,NULL,Resid
97202,04/27/2012,3945,SE,KELLY,ST,NULL,Resid
97202,04/27/2012,2841,SE,PARDEE,ST,NULL,Resid
97203,04/27/2012,9434,N,CHARLESTON,AVE,NULL,Resid
97203,04/27/2012,7927,N,EDISON,ST,NULL,Resid
97203,04/27/2012,10020,N,Mohawk,AVE,NULL,Resid
97205,04/27/2012,1234,SW,18TH,AVE,303,Resid
97206,04/27/2012,8433,SE,65TH,AVE,NULL,Resid
97206,04/27/2012,6403,SE,CARLTON,ST,NULL,Resid
97206,04/27/2012,4446,SE,RURAL,ST,NULL,Resid
97209,04/27/2012,1040,NW,NAITO,PKWY,O-6,Resid
97210,04/27/2012,2125,NW,32ND,AVE,NULL,Resid
97211,04/27/2012,3524,NE,SIMPSON,ST,NULL,Resid
97213,04/27/2012,4254,NE,HAZELFERN,PL,NULL,Resid
97214,04/27/2012,2637,SE,BELMONT,ST,NULL,Comm
97215,04/27/2012,1421,SE,80TH,AVE,NULL,Resid
97216,04/27/2012,534,SE,112TH,AVE,NULL,Resid
97220,04/27/2012,737,NE,99TH,AVE,8,Resid
97230,04/27/2012,13745,NE,EUGENE,ST,NULL,Resid
97230,04/27/2012,12720,NE,HASSALO,ST,NULL,Resid
97236,04/27/2012,2818,SE,136TH,AVE,NULL,Resid
97266,04/28/2012,4936,SE,114TH,AVE,NULL,Resid
97024,04/30/2012,22002,NE,LACHENVIEW,LN,NULL,Resid
97030,04/30/2012,3305,SE,182ND,AVE,NULL,Resid
97080,04/30/2012,4784,SE,28TH,TER,NULL,Resid
97202,04/30/2012,637,SE,LINN,ST,E,Resid
97202,04/30/2012,1228,SE,UMATILLA,ST,NULL,Resid
97203,04/30/2012,5241,N,YALE,ST,NULL,Resid
97209,04/30/2012,820,NW,12TH,AVE,610,Resid
97209,04/30/2012,1926,W,BURNSIDE,ST,207,Resid
97214,04/30/2012,2224,SE,30TH,AVE,NULL,Resid
97216,04/30/2012,2012,SE,92ND,AVE,NULL,Resid
97218,04/30/2012,5251,NE,46TH,PL,NULL,Resid
97218,04/30/2012,5120,NE,JARRETT,ST,NULL,Resid
97219,04/30/2012,4652,SW,COMUS,PL,NULL,Resid
97220,04/30/2012,8902,NE,MILTON,ST,NULL,Resid
97239,04/30/2012,2503,SW,BEAVERTON HILLSDALE,HWY,NULL,Resid
97239,04/30/2012,3570,SW,RIVER,PKWY,2011,Resid
97209,05/01/2012,1255,NW,9TH,AVE,1401,Resid
97212,05/01/2012,3284,NE,KLICKITAT,ST,NULL,Resid
97220,05/01/2012,3411,NE,92ND,AVE,NULL,Resid
97220,05/01/2012,3939,NE,99TH,AVE,NULL,Resid
97230,05/01/2012,18989,NE,MARINE,DR,77,Resid
97236,05/01/2012,15231,SE,DIVISION,ST,NULL,Comm
97239,05/01/2012,4237,SW,BERTHA,AVE,NULL,Resid
97266,05/01/2012,8228,SE,DIVISION,ST,NULL,Comm
97205,05/02/2012,1132,SW,19TH,AVE,201,Resid
97209,05/02/2012,1926,W,BURNSIDE,ST,507,Resid
97210,05/02/2012,2872,NW,CUMBERLAND,RD,NULL,Resid
97210,05/02/2012,2351,NW,WESTOVER,NULL,902,Resid
97212,05/02/2012,3920,NE,WISTARIA,DR,NULL,Resid
97216,05/02/2012,11915,SE,ASH,ST,12,Resid
97220,05/02/2012,400,NE,100TH,AVE,409,Resid
97233,05/02/2012,2245,SE,143rd,NULL,NULL,Resid
97035,05/03/2012,18,NULL,CONDOLEA,DR,NULL,Resid
97214,05/03/2012,1411,SE,30TH,AVE,7,Resid
97217,05/03/2012,9045,N,HAMLIN,AVE,NULL,Resid
97217,05/03/2012,2537,N,KILPATRICK,ST,NULL,Resid
97219,05/03/2012,10137,SW,LANCASTER,RD,NULL,Resid
97220,05/03/2012,3925,NE,105TH,AVE,NULL,Resid
97232,05/03/2012,4118,NE,SENATE,ST,NULL,Resid
97233,05/03/2012,20,SE,154TH,AVE,NULL,Resid
97233,05/03/2012,12510,SE,STARK,ST,G,Resid
97080,05/04/2012,1297,SE,STAPLETON,LOOP,NULL,Resid
97202,05/04/2012,1540,SE,MARTINS,ST,E,Resid
97206,05/04/2012,8005,SE,TOLMAN,ST,NULL,Resid
97209,05/04/2012,726,NW,11TH,AVE,508,Resid
97210,05/04/2012,2163,NW,EVERETT,ST,NULL,Resid
97217,05/04/2012,1250,N,BALDWIN,ST,NULL,Resid
97217,05/04/2012,1307,N,KILPATRICK,ST,NULL,Resid
97218,05/04/2012,5816,NE,ALBERTA,ST,NULL,Resid
97227,05/04/2012,3969,N,OVERLOOK,BLVD,B,Resid
97229,05/04/2012,3165,NW,SKYLINE,BLVD,#3,Resid
97233,05/04/2012,17908,SE,CARUTHERS,ST,NULL,Resid
97236,05/04/2012,12420,SE,ELLIS,ST,NULL,Resid
97266,05/04/2012,6111,SE,84TH,AVE,NULL,Resid
97030,05/07/2012,326,SE,236TH,CT,NULL,Resid
97203,05/07/2012,7449,N,OLIN,AVE,NULL,Resid
97213,05/07/2012,2920,NE,42ND,AVE,NULL,Resid
97215,05/07/2012,110,SE,49TH,AVE,NULL,Resid
97217,05/07/2012,4822,N,WILLIAMS,AVE,NULL,Resid
97227,05/07/2012,3700,N,WILLIAMS,AVE,NULL,Comm
97230,05/07/2012,18930,NE,FLANDERS,ST,NULL,Resid
97266,05/07/2012,5127,SE,118TH,AVE,NULL,Resid
97266,05/07/2012,10105,SE,PARDEE,ST,NULL,Resid
97203,05/08/2012,9647,N,VAN HOUTEN,AVE,NULL,Resid
97206,05/08/2012,6600,SE,64TH,AVE,NULL,Resid
97213,05/08/2012,1653,NE,74TH,AVE,NULL,Resid
97215,05/08/2012,4910,SE,TAYLOR,CT,NULL,Resid
97216,05/08/2012,818,SE,112TH,AVE,NULL,Resid
97216,05/08/2012,1927,SE,117TH,AVE,NULL,Resid
97229,05/08/2012,1239,NW,HILLCOURT,LN,NULL,Resid
97239,05/08/2012,3944,SW,CONDOR,AVE,NULL,Resid
97201,05/09/2012,1500,SW,PARK,AVE,102,Resid
97212,05/09/2012,2713,NE,9TH,AVE,NULL,Resid
97230,05/09/2012,12938,NE,HANCOCK,ST,NULL,Resid
97236,05/09/2012,5113,SE,128TH,AVE,NULL,Resid
97236,05/09/2012,5234,SE,132ND,AVE,NULL,Resid
97236,05/09/2012,14122,SE,HARNEY,ST,NULL,Resid
97239,05/09/2012,3601,SW,RIVER,PKWY,2414,Resid
97080,05/10/2012,1119,SW,IVORY,LOOP,NULL,Resid
97203,05/10/2012,6759,N,SALEM,AVE,NULL,Resid
97206,05/10/2012,3722,SE,42ND,AVE,NULL,Resid
97211,05/10/2012,4828,NE,25th,NULL,NULL,Resid
97219,05/10/2012,3634,SW,BAIRD,ST,7,Resid
97219,05/10/2012,5142,SW,MULTNOMAH,BLVD,D,Resid
97230,05/10/2012,15420,NE,KNOTT,ST,1,Resid
97233,05/10/2012,17018,SE,MILL,ST,NULL,Resid
97080,05/11/2012,2236,SE,7TH,ST,NULL,Resid
97080,05/11/2012,140,SE,ROBERTS,AVE,NULL,Resid
97202,05/11/2012,2624,SE,KELLY,ST,NULL,Resid
97203,05/11/2012,7608,N,FISKE,AVE,NULL,Resid
97203,05/11/2012,7407,N,JORDAN,AVE,NULL,Resid
97203,05/11/2012,4938,N,PRINCETON,ST,NULL,Resid
97206,05/11/2012,8468,SE,77TH,AVE,NULL,Resid
97209,05/11/2012,1930,NW,IRVING,ST,305,Resid
97212,05/11/2012,2126,NE,17TH,AVE,NULL,Resid
97214,05/11/2012,2335,SE,26TH,AVE,NULL,Resid
97215,05/11/2012,5645,SE,MORRISON,ST,NULL,Resid
97217,05/11/2012,8705,N,DELAWARE,AVE,NULL,Resid
97217,05/11/2012,1816,N,JESSUP,ST,NULL,Resid
97217,05/11/2012,1455,N,Killingsworth,ST,301,Resid
97217,05/11/2012,2224,N,WINCHELL,ST,NULL,Resid
97218,05/11/2012,4579,NE,CULLY,BLVD,NULL,Comm
97220,05/11/2012,11118,NE,FARGO,ST,NULL,Resid
97230,05/11/2012,1124,NE,186TH,DR,NULL,Resid
97233,05/11/2012,14999,SE,GRANT,CT,NULL,Resid
97236,05/11/2012,16024,SE,FLAVEL,DR,NULL,Resid
97266,05/11/2012,2772,SE,87th,AVE,#B,Resid
97024,05/14/2012,2820,NE,BLOSSOM HILL,RD,NULL,Resid
97030,05/14/2012,3844,SE,182ND,AVE,NULL,Resid
97080,05/14/2012,471,SW,4TH,ST,NULL,Resid
97206,05/14/2012,6416,SE,81ST,AVE,NULL,Resid
97212,05/14/2012,3324,NE,40TH,AVE,NULL,Resid
97214,05/14/2012,3311,SE,SHERMAN,ST,NULL,Resid
97239,05/14/2012,3570,SW,RIVER,PKWY,1911,Resid
97080,05/15/2012,3728,SE,15TH,TER,NULL,Resid
